"desviacion-velocidad-tortugas-subida","1",,,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,
"duracion-poner","13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,,"13.1",,,
"tortugas-por-minuto","7",,,,"7",,,,"7",,,,"7",,,,"7",,,,"7",,,,"7",,,,"7",,,,"7",,,,"7",,,,"7",,,,"7",,,,"7",,,,"7",,,,"7",,,,"7",,,
"probabilidad-fallo-cama","20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,
"desviacion-duracion-camuflar","2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,,"2.2",,,
"porcentaje-zona-intermarial-alta","43",,,,"43",,,,"43",,,,"43",,,,"43",,,,"43",,,,"43",,,,"43",,,,"43",,,,"43",,,,"43",,,,"43",,,,"43",,,,"43",,,,"43",,,,"43",,,
"porcentaje-zona-intermarial-baja","2",,,,"2",,,,"2",,,,"2",,,,"2",,,,"2",,,,"2",,,,"2",,,,"2",,,,"2",,,,"2",,,,"2",,,,"2",,,,"2",,,,"2",,,,"2",,,
"tiempo-medicion-cuadrantes","120",,,,"120",,,,"120",,,,"120",,,,"120",,,,"120",,,,"120",,,,"120",,,,"120",,,,"120",,,,"120",,,,"120",,,,"120",,,,"120",,,,"120",,,,"120",,,
"probabilidad-fallo-cavar","20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,,"20",,,
"[steps]","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135","1135"

"[initial & final values]","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas","calcular-cuadrantes","calcular-transectos-berma","calcular-transecto-marea","tortugas-generadas"
,"17.60718341851221","58425.61628383376","106.265664160401","7894","21.12862010221465","51414.54232977371","108.35421888053467","7912","18.48754258943782","74784.78884330721","103.67585630743525","7880","14.966105905735379","53751.566981127056","101.16959064327484","7846","15.846465076660987","51414.54232977371","104.76190476190476","8027","14.085746734809767","46740.49302706701","107.68588137009189","8064","17.60718341851221","60762.640935187104","97.74436090225564","7905","22.88933844406587","65436.6902378938","102.67335004177109","7941","14.966105905735379","46740.49302706701","102.17209690893901","7780","18.48754258943782","53751.566981127056","100","7766","18.48754258943782","63099.665586540454","99.74937343358395","7938","20.248260931289042","60762.640935187104","103.34168755221387","7723","24.650056785917094","81795.86279736726","104.92898913951545","7999","24.650056785917094","67773.71488924716","105.09607351712614","7947","14.966105905735379","58425.61628383376","103.75939849624059","7987","20.248260931289042","60762.640935187104","105.34670008354219","8000"
